isotope,a,z,yield,mass,metallicity,mass_ej,massfrac
o15,15,8,0.0,0.628,0.004,0.872,0.0
o16,16,8,0.0017017671518,0.628,0.004,0.872,0.0019515678346330274
o17,17,8,2.48011130936e-06,0.628,0.004,0.872,2.84416434559633e-06
o18,18,8,2.8868399320000005e-06,0.628,0.004,0.872,3.3105962522935787e-06
o19,19,8,0.0,0.628,0.004,0.872,0.0
f17,17,9,0.0,0.628,0.004,0.872,0.0
f18,18,9,0.0,0.628,0.004,0.872,0.0
f19,19,9,1.18117666128e-07,0.628,0.004,0.872,1.3545603913761466e-07
f20,20,9,0.0,0.628,0.004,0.872,0.0
ne19,19,10,0.0,0.628,0.004,0.872,0.0
ne20,20,10,0.00028212374289,0.628,0.004,0.872,0.000323536402396789
ne21,21,10,7.409135755200001e-07,0.628,0.004,0.872,8.496715315596331e-07
ne22,22,10,5.694083828e-05,0.628,0.004,0.872,6.529912646788991e-05
ne23,23,10,0.0,0.628,0.004,0.872,0.0
na21,21,11,0.0,0.628,0.004,0.872,0.0
na22,22,11,1.3199293e-31,0.628,0.004,0.872,1.513680389908257e-31
na23,23,11,7.2480208392e-06,0.628,0.004,0.872,8.311950503669725e-06
na24,24,11,0.0,0.628,0.004,0.872,0.0
mg23,23,12,0.0,0.628,0.004,0.872,0.0
mg24,24,12,8.9894250635e-05,0.628,0.004,0.872,0.00010308973696674311
mg25,25,12,1.1738707517e-05,0.628,0.004,0.872,1.346182054701835e-05
mg26,26,12,1.3556462431e-05,0.628,0.004,0.872,1.5546401870412846e-05
mg27,27,12,0.0,0.628,0.004,0.872,0.0
al25,25,13,0.0,0.628,0.004,0.872,0.0
al26,26,13,3.0101255e-08,0.628,0.004,0.872,3.4519787844036696e-08
al27,27,13,1.0317385412e-05,0.628,0.004,0.872,1.1831864004587155e-05
al28,28,13,0.0,0.628,0.004,0.872,0.0
si27,27,14,0.0,0.628,0.004,0.872,0.0
si28,28,14,0.0001140073688795,0.628,0.004,0.872,0.00013074239550401378
si29,29,14,5.9822459380999995e-06,0.628,0.004,0.872,6.86037378222477e-06
si30,30,14,4.1128536584e-06,0.628,0.004,0.872,4.716575296330275e-06
si31,31,14,0.0,0.628,0.004,0.872,0.0
si32,32,14,2.9939939e-18,0.628,0.004,0.872,3.433479243119266e-18
si33,33,14,0.0,0.628,0.004,0.872,0.0
p29,29,15,0.0,0.628,0.004,0.872,0.0
p30,30,15,0.0,0.628,0.004,0.872,0.0
p31,31,15,1.42474700222e-06,0.628,0.004,0.872,1.6338841768577982e-06
p32,32,15,7.643093300000001e-22,0.628,0.004,0.872,8.765015252293579e-22
p33,33,15,0.0,0.628,0.004,0.872,0.0
p34,34,15,0.0,0.628,0.004,0.872,0.0
s32,32,16,6.90975662494e-05,0.628,0.004,0.872,7.924032826766055e-05
s33,33,16,5.6478940712e-07,0.628,0.004,0.872,6.476942742201835e-07
s34,34,16,3.2617232553852e-05,0.628,0.004,0.872,3.7405083203958716e-05
s35,35,16,2.7643898e-10,0.628,0.004,0.872,3.1701717889908253e-10
fe54,54,26,1.243081659e-05,0.628,0.004,0.872,1.4255523612385321e-05
fe55,55,26,1.45044e-08,0.628,0.004,0.872,1.663348623853211e-08
fe56,56,26,0.000204076070665,0.628,0.004,0.872,0.00023403219112958716
fe57,57,26,5.044814438e-06,0.628,0.004,0.872,5.78533765825688e-06
fe58,58,26,6.6748530196e-07,0.628,0.004,0.872,7.654647958256881e-07
fe59,59,26,0.0,0.628,0.004,0.872,0.0
fe60,60,26,2.9213374e-12,0.628,0.004,0.872,3.350157568807339e-12
fe61,61,26,0.0,0.628,0.004,0.872,0.0
co59,59,27,5.954539707e-07,0.628,0.004,0.872,6.828600581422019e-07
co60,60,27,1.0266203e-17,0.628,0.004,0.872,1.1773168577981651e-17
co61,61,27,0.0,0.628,0.004,0.872,0.0
ni58,58,28,8.6209638118e-06,0.628,0.004,0.872,9.886426389678898e-06
ni59,59,28,1.3355754e-09,0.628,0.004,0.872,1.5316231651376148e-09
ni60,60,28,3.41863864003e-06,0.628,0.004,0.872,3.920457155997706e-06
ni61,61,28,4.7612262376e-07,0.628,0.004,0.872,5.460121832110091e-07
ni62,62,28,1.5843957984000002e-07,0.628,0.004,0.872,1.8169676587155967e-07
g,1,0,2.011698644e-08,0.63,0.004,1.12,1.7961595035714283e-08
n,1,0,0.0,0.63,0.004,1.12,0.0
p,1,1,0.800368218,0.63,0.004,1.12,0.7146144803571428
d,2,1,5.6916237999999996e-18,0.63,0.004,1.12,5.081806964285714e-18
he3,3,2,0.00031890874,0.63,0.004,1.12,0.0002847399464285714
he4,4,2,0.30917095180000004,0.63,0.004,1.12,0.2760454926785714
li7,7,3,7.579173e-10,0.63,0.004,1.12,6.767118749999999e-10
be7,7,4,1.9294275e-13,0.63,0.004,1.12,1.7227031249999999e-13
b8,8,5,1.5353798e-25,0.63,0.004,1.12,1.3708748214285714e-25
c12,12,6,0.0059970606584,0.63,0.004,1.12,0.0053545184449999995
c13,13,6,1.8891400824e-05,0.63,0.004,1.12,1.6867322164285713e-05
c14,14,6,6.5167727e-10,0.63,0.004,1.12,5.818547053571428e-10
n13,13,7,0.0,0.63,0.004,1.12,0.0
n14,14,7,0.0005539315188,0.63,0.004,1.12,0.0004945817132142857
n15,15,7,4.641070052000001e-07,0.63,0.004,1.12,4.1438125464285717e-07
o14,14,8,0.0,0.63,0.004,1.12,0.0
o15,15,8,0.0,0.63,0.004,1.12,0.0
o16,16,8,0.0022554487579999997,0.63,0.004,1.12,0.002013793533928571
o17,17,8,8.1871015056e-06,0.63,0.004,1.12,7.3099120585714275e-06
o18,18,8,3.4047763200000005e-06,0.63,0.004,1.12,3.039978857142857e-06
o19,19,8,0.0,0.63,0.004,1.12,0.0
f17,17,9,0.0,0.63,0.004,1.12,0.0
f18,18,9,0.0,0.63,0.004,1.12,0.0
f19,19,9,3.3128497888e-07,0.63,0.004,1.12,2.957901597142857e-07
f20,20,9,0.0,0.63,0.004,1.12,0.0
ne19,19,10,0.0,0.63,0.004,1.12,0.0
ne20,20,10,0.00036223733279,0.63,0.004,1.12,0.0003234261899910714
ne21,21,10,9.645734412e-07,0.63,0.004,1.12,8.612262867857143e-07
ne22,22,10,0.00017204290879999998,0.63,0.004,1.12,0.00015360973999999997
ne23,23,10,0.0,0.63,0.004,1.12,0.0
na21,21,11,0.0,0.63,0.004,1.12,0.0
na22,22,11,9.806043199999999e-29,0.63,0.004,1.12,8.755395714285713e-29
na23,23,11,1.1406486332e-05,0.63,0.004,1.12,1.0184362796428571e-05
na24,24,11,0.0,0.63,0.004,1.12,0.0
mg23,23,12,0.0,0.63,0.004,1.12,0.0
mg24,24,12,0.00011550041349600002,0.63,0.004,1.12,0.00010312536919285715
mg25,25,12,1.5238678995000001e-05,0.63,0.004,1.12,1.3605963388392857e-05
mg26,26,12,1.760887597e-05,0.63,0.004,1.12,1.57222106875e-05
mg27,27,12,0.0,0.63,0.004,1.12,0.0
al25,25,13,0.0,0.63,0.004,1.12,0.0
al26,26,13,4.65329e-08,0.63,0.004,1.12,4.154723214285714e-08
al27,27,13,1.347781977e-05,0.63,0.004,1.12,1.2033767651785713e-05
al28,28,13,0.0,0.63,0.004,1.12,0.0
si27,27,14,0.0,0.63,0.004,1.12,0.0
si28,28,14,0.000146435947465,0.63,0.004,1.12,0.00013074638166517857
si29,29,14,7.690525422300001e-06,0.63,0.004,1.12,6.866540555625e-06
si30,30,14,5.301284733000001e-06,0.63,0.004,1.12,4.733289940178572e-06
si31,31,14,0.0,0.63,0.004,1.12,0.0
si32,32,14,3.4089847e-17,0.63,0.004,1.12,3.043736339285714e-17
si33,33,14,0.0,0.63,0.004,1.12,0.0
p29,29,15,0.0,0.63,0.004,1.12,0.0
p30,30,15,0.0,0.63,0.004,1.12,0.0
p31,31,15,1.8323270589000002e-06,0.63,0.004,1.12,1.6360063025892858e-06
p32,32,15,8.7024877e-21,0.63,0.004,1.12,7.770078303571428e-21
p33,33,15,0.0,0.63,0.004,1.12,0.0
p34,34,15,0.0,0.63,0.004,1.12,0.0
s32,32,16,8.8728282591e-05,0.63,0.004,1.12,7.922168088482143e-05
s33,33,16,7.312183292e-07,0.63,0.004,1.12,6.528735082142856e-07
s34,34,16,4.1893685945852006e-05,0.63,0.004,1.12,3.740507673736786e-05
s35,35,16,1.1628641e-09,0.63,0.004,1.12,1.0382715178571426e-09
fe54,54,26,1.5915998543e-05,0.63,0.004,1.12,1.4210712984821429e-05
fe55,55,26,4.9991719e-08,0.63,0.004,1.12,4.463546339285714e-08
fe56,56,26,0.00026190019122000004,0.63,0.004,1.12,0.00023383945644642857
fe57,57,26,6.639986830000001e-06,0.63,0.004,1.12,5.928559669642857e-06
fe58,58,26,9.323225816e-07,0.63,0.004,1.12,8.324308764285714e-07
fe59,59,26,0.0,0.63,0.004,1.12,0.0
fe60,60,26,4.0928851e-11,0.63,0.004,1.12,3.6543616964285706e-11
fe61,61,26,0.0,0.63,0.004,1.12,0.0
co59,59,27,7.876981500000002e-07,0.63,0.004,1.12,7.033019196428572e-07
co60,60,27,1.4383285000000002e-16,0.63,0.004,1.12,1.284221875e-16
co61,61,27,0.0,0.63,0.004,1.12,0.0
ni58,58,28,1.1038765108000002e-05,0.63,0.004,1.12,9.856040275000002e-06
ni59,59,28,4.7314943e-09,0.63,0.004,1.12,4.224548482142857e-09
ni60,60,28,4.39179026536e-06,0.63,0.004,1.12,3.921241308357142e-06
ni61,61,28,6.510143296e-07,0.63,0.004,1.12,5.812627942857142e-07
ni62,62,28,1.780191464e-07,0.63,0.004,1.12,1.589456664285714e-07
g,1,0,2.3392555019999997e-08,0.64,0.004,1.2599999999999998,1.856551985714286e-08
n,1,0,0.0,0.64,0.004,1.2599999999999998,0.0
p,1,1,0.8940832329999999,0.64,0.004,1.2599999999999998,0.7095898674603175
d,2,1,6.705940799999999e-18,0.64,0.004,1.2599999999999998,5.322175238095238e-18
he3,3,2,0.00031514408,0.64,0.004,1.2599999999999998,0.00025011434920634923
he4,4,2,0.35144547839999996,0.64,0.004,1.2599999999999998,0.27892498285714284
li7,7,3,7.384358999999993e-10,0.64,0.004,1.2599999999999998,5.860602380952376e-10
be7,7,4,1.9018553e-13,0.64,0.004,1.2599999999999998,1.5094089682539685e-13
b8,8,5,2.8116473e-26,0.64,0.004,1.2599999999999998,2.2314661111111118e-26
c12,12,6,0.0093114961282,0.64,0.004,1.2599999999999998,0.007390076292222224
c13,13,6,2.0576425302e-05,0.64,0.004,1.2599999999999998,1.6330496271428572e-05
c14,14,6,2.5412146e-09,0.64,0.004,1.2599999999999998,2.0168369841269844e-09
n13,13,7,0.0,0.64,0.004,1.2599999999999998,0.0
n14,14,7,0.0006363484324,0.64,0.004,1.2599999999999998,0.0005050384384126986
n15,15,7,5.012676196e-07,0.64,0.004,1.2599999999999998,3.9783144412698417e-07
o14,14,8,0.0,0.64,0.004,1.2599999999999998,0.0
o15,15,8,0.0,0.64,0.004,1.2599999999999998,0.0
o16,16,8,0.0025477724239999994,0.64,0.004,1.2599999999999998,0.002022041606349206
o17,17,8,1.2946750093800001e-05,0.64,0.004,1.2599999999999998,1.027519848714286e-05
o18,18,8,3.679357159999999e-06,0.64,0.004,1.2599999999999998,2.92012473015873e-06
o19,19,8,0.0,0.64,0.004,1.2599999999999998,0.0
f17,17,9,0.0,0.64,0.004,1.2599999999999998,0.0
f18,18,9,0.0,0.64,0.004,1.2599999999999998,0.0
f19,19,9,6.976715337399999e-07,0.64,0.004,1.2599999999999998,5.537075664603175e-07
f20,20,9,0.0,0.64,0.004,1.2599999999999998,0.0
ne19,19,10,0.0,0.64,0.004,1.2599999999999998,0.0
ne20,20,10,0.00040800380824999996,0.64,0.004,1.2599999999999998,0.00032381254623015874
ne21,21,10,1.1080902655999998e-06,0.64,0.004,1.2599999999999998,8.794367187301587e-07
ne22,22,10,0.0003455504749,0.64,0.004,1.2599999999999998,0.00027424640865079367
ne23,23,10,0.0,0.64,0.004,1.2599999999999998,0.0
na21,21,11,0.0,0.64,0.004,1.2599999999999998,0.0
na22,22,11,1.0506384e-27,0.64,0.004,1.2599999999999998,8.3384e-28
na23,23,11,1.4646333535999999e-05,0.64,0.004,1.2599999999999998,1.1624074234920636e-05
na24,24,11,0.0,0.64,0.004,1.2599999999999998,0.0
mg23,23,12,0.0,0.64,0.004,1.2599999999999998,0.0
mg24,24,12,0.00013000292401999997,0.64,0.004,1.2599999999999998,0.00010317692382539681
mg25,25,12,1.7646248429999998e-05,0.64,0.004,1.2599999999999998,1.4004959071428572e-05
mg26,26,12,2.0293841189999998e-05,0.64,0.004,1.2599999999999998,1.6106223166666666e-05
mg27,27,12,0.0,0.64,0.004,1.2599999999999998,0.0
al25,25,13,0.0,0.64,0.004,1.2599999999999998,0.0
al26,26,13,5.1036345e-08,0.64,0.004,1.2599999999999998,4.0505035714285724e-08
al27,27,13,1.5363680629999998e-05,0.64,0.004,1.2599999999999998,1.2193397325396825e-05
al28,28,13,0.0,0.64,0.004,1.2599999999999998,0.0
si27,27,14,0.0,0.64,0.004,1.2599999999999998,0.0
si28,28,14,0.00016474206525599996,0.64,0.004,1.2599999999999998,0.00013074767083809524
si29,29,14,8.663467397999998e-06,0.64,0.004,1.2599999999999998,6.875767776190476e-06
si30,30,14,5.9917529539999985e-06,0.64,0.004,1.2599999999999998,4.755359487301587e-06
si31,31,14,0.0,0.64,0.004,1.2599999999999998,0.0
si32,32,14,1.9046364000000003e-16,0.64,0.004,1.2599999999999998,1.511616190476191e-16
si33,33,14,0.0,0.64,0.004,1.2599999999999998,0.0
p29,29,15,0.0,0.64,0.004,1.2599999999999998,0.0
p30,30,15,0.0,0.64,0.004,1.2599999999999998,0.0
p31,31,15,2.0646262628999995e-06,0.64,0.004,1.2599999999999998,1.638592272142857e-06
p32,32,15,4.8621751e-20,0.64,0.004,1.2599999999999998,3.8588691269841276e-20
p33,33,15,0.0,0.64,0.004,1.2599999999999998,0.0
p34,34,15,0.0,0.64,0.004,1.2599999999999998,0.0
s32,32,16,9.978858790799997e-05,0.64,0.004,1.2599999999999998,7.919729199047617e-05
s33,33,16,8.299823905999999e-07,0.64,0.004,1.2599999999999998,6.587161830158731e-07
s34,34,16,4.713054630095999e-05,0.64,0.004,1.2599999999999998,3.740519547695238e-05
s35,35,16,2.4906974e-09,0.64,0.004,1.2599999999999998,1.9767439682539686e-09
fe54,54,26,1.784037877e-05,0.64,0.004,1.2599999999999998,1.4159030769841271e-05
fe55,55,26,9.1989278e-08,0.64,0.004,1.2599999999999998,7.300736349206351e-08
fe56,56,26,0.00029432738826,0.64,0.004,1.2599999999999998,0.00023359316528571433
fe57,57,26,7.685735409999999e-06,0.64,0.004,1.2599999999999998,6.099790007936508e-06
fe58,58,26,1.1705183418e-06,0.64,0.004,1.2599999999999998,9.289828109523811e-07
fe59,59,26,0.0,0.64,0.004,1.2599999999999998,0.0
fe60,60,26,2.2854481e-10,0.64,0.004,1.2599999999999998,1.8138476984126986e-10
fe61,61,26,0.0,0.64,0.004,1.2599999999999998,0.0
co59,59,27,9.15392211e-07,0.64,0.004,1.2599999999999998,7.265017547619048e-07
co60,60,27,8.031554200000001e-16,0.64,0.004,1.2599999999999998,6.374249365079366e-16
co61,61,27,0.0,0.64,0.004,1.2599999999999998,0.0
ni58,58,28,1.2373446033999999e-05,0.64,0.004,1.2599999999999998,9.820195265079367e-06
ni59,59,28,9.5706589e-09,0.64,0.004,1.2599999999999998,7.595761031746033e-09
ni60,60,28,4.9448717244999995e-06,0.64,0.004,1.2599999999999998,3.924501368650794e-06
ni61,61,28,7.810415208e-07,0.64,0.004,1.2599999999999998,6.19874222857143e-07
ni62,62,28,1.7300568219999988e-07,0.64,0.004,1.2599999999999998,1.373060969841269e-07
g,1,0,2.859206665e-08,0.65,0.004,1.4500000000000002,1.9718666655172413e-08
n,1,0,0.0,0.65,0.004,1.4500000000000002,0.0
p,1,1,1.0312859140000001,0.65,0.004,1.4500000000000002,0.7112316648275863
d,2,1,8.510179699999999e-18,0.65,0.004,1.4500000000000002,5.869089448275861e-18
he3,3,2,0.00029444919,0.65,0.004,1.4500000000000002,0.0002030684068965517
he4,4,2,0.4003590155000001,0.65,0.004,1.4500000000000002,0.276109665862069
li7,7,3,8.653996e-10,0.65,0.004,1.4500000000000002,5.968273103448275e-10
be7,7,4,8.3350339e-14,0.65,0.004,1.4500000000000002,5.74829924137931e-14
b8,8,5,4.2892817e-27,0.65,0.004,1.4500000000000002,2.9581253103448274e-27
c12,12,6,0.0123746204015,0.65,0.004,1.4500000000000002,0.008534220966551723
c13,13,6,2.4167646665e-05,0.65,0.004,1.4500000000000002,1.6667342527586205e-05
c14,14,6,2.4103741e-09,0.65,0.004,1.4500000000000002,1.662326965517241e-09
n13,13,7,0.0,0.65,0.004,1.4500000000000002,0.0
n14,14,7,0.000685456343,0.65,0.004,1.4500000000000002,0.00047272851241379304
n15,15,7,6.174924370000002e-07,0.65,0.004,1.4500000000000002,4.258568531034484e-07
o14,14,8,0.0,0.65,0.004,1.4500000000000002,0.0
o15,15,8,0.0,0.65,0.004,1.4500000000000002,0.0
o16,16,8,0.0029362752850000005,0.65,0.004,1.4500000000000002,0.0020250174379310344
o17,17,8,1.1579060163500001e-05,0.65,0.004,1.4500000000000002,7.985558733448276e-06
o18,18,8,4.423419950000001e-06,0.65,0.004,1.4500000000000002,3.0506344482758626e-06
o19,19,8,0.0,0.65,0.004,1.4500000000000002,0.0
f17,17,9,0.0,0.65,0.004,1.4500000000000002,0.0
f18,18,9,0.0,0.65,0.004,1.4500000000000002,0.0
f19,19,9,1.15044476105e-06,0.65,0.004,1.4500000000000002,7.934101800344827e-07
f20,20,9,0.0,0.65,0.004,1.4500000000000002,0.0
ne19,19,10,0.0,0.65,0.004,1.4500000000000002,0.0
ne20,20,10,0.00047049697978000007,0.65,0.004,1.4500000000000002,0.0003244806757103448
ne21,21,10,1.2900827010000002e-06,0.65,0.004,1.4500000000000002,8.897122075862069e-07
ne22,22,10,0.00055041301175,0.65,0.004,1.4500000000000002,0.00037959518051724133
ne23,23,10,0.0,0.65,0.004,1.4500000000000002,0.0
na21,21,11,0.0,0.65,0.004,1.4500000000000002,0.0
na22,22,11,1.0501136e-26,0.65,0.004,1.4500000000000002,7.242162758620689e-27
na23,23,11,1.766225477e-05,0.65,0.004,1.4500000000000002,1.2180865358620688e-05
na24,24,11,0.0,0.65,0.004,1.4500000000000002,0.0
mg23,23,12,0.0,0.65,0.004,1.4500000000000002,0.0
mg24,24,12,0.00014970527580000003,0.65,0.004,1.4500000000000002,0.00010324501779310346
mg25,25,12,2.1148884650000005e-05,0.65,0.004,1.4500000000000002,1.4585437689655175e-05
mg26,26,12,2.4058645750000004e-05,0.65,0.004,1.4500000000000002,1.659216948275862e-05
mg27,27,12,0.0,0.65,0.004,1.4500000000000002,0.0
al25,25,13,0.0,0.65,0.004,1.4500000000000002,0.0
al26,26,13,5.1126168e-08,0.65,0.004,1.4500000000000002,3.525942620689655e-08
al27,27,13,1.7859114500000003e-05,0.65,0.004,1.4500000000000002,1.2316630689655173e-05
al28,28,13,0.0,0.65,0.004,1.4500000000000002,0.0
si27,27,14,0.0,0.65,0.004,1.4500000000000002,0.0
si28,28,14,0.00018958342133600003,0.65,0.004,1.4500000000000002,0.00013074718712827586
si29,29,14,9.984862850000001e-06,0.65,0.004,1.4500000000000002,6.886112310344828e-06
si30,30,14,6.928044451000001e-06,0.65,0.004,1.4500000000000002,4.7779616903448275e-06
si31,31,14,0.0,0.65,0.004,1.4500000000000002,0.0
si32,32,14,4.6292023e-16,0.65,0.004,1.4500000000000002,3.192553310344827e-16
si33,33,14,0.0,0.65,0.004,1.4500000000000002,0.0
p29,29,15,0.0,0.65,0.004,1.4500000000000002,0.0
p30,30,15,0.0,0.65,0.004,1.4500000000000002,0.0
p31,31,15,2.379159648e-06,0.65,0.004,1.4500000000000002,1.6407997572413793e-06
p32,32,15,1.1817471e-19,0.65,0.004,1.4500000000000002,8.149979999999999e-20
p33,33,15,0.0,0.65,0.004,1.4500000000000002,0.0
p34,34,15,0.0,0.65,0.004,1.4500000000000002,0.0
s32,32,16,0.00011480099952000001,0.65,0.004,1.4500000000000002,7.917310311724137e-05
s33,33,16,9.625832665000001e-07,0.65,0.004,1.4500000000000002,6.638505286206897e-07
s34,34,16,5.4237793961290006e-05,0.65,0.004,1.4500000000000002,3.7405375145717244e-05
s35,35,16,4.2105786e-09,0.65,0.004,1.4500000000000002,2.9038473103448275e-09
fe54,54,26,2.0465107860000003e-05,0.65,0.004,1.4500000000000002,1.4113867489655173e-05
fe55,55,26,1.3787033e-07,0.65,0.004,1.4500000000000002,9.508298620689654e-08
fe56,56,26,0.00033835830330000005,0.65,0.004,1.4500000000000002,0.00023335055400000002
fe57,57,26,9.073342935e-06,0.65,0.004,1.4500000000000002,6.257477886206896e-06
fe58,58,26,1.4972402685000002e-06,0.65,0.004,1.4500000000000002,1.0325794955172414e-06
fe59,59,26,0.0,0.65,0.004,1.4500000000000002,0.0
fe60,60,26,8.169026e-10,0.65,0.004,1.4500000000000002,5.633811034482758e-10
fe61,61,26,0.0,0.65,0.004,1.4500000000000002,0.0
co59,59,27,1.0858242000000002e-06,0.65,0.004,1.4500000000000002,7.48844275862069e-07
co60,60,27,2.8707732e-15,0.65,0.004,1.4500000000000002,1.9798435862068964e-15
co61,61,27,0.0,0.65,0.004,1.4500000000000002,0.0
ni58,58,28,1.4192355130000003e-05,0.65,0.004,1.4500000000000002,9.787831124137931e-06
ni59,59,28,1.3499279e-08,0.65,0.004,1.4500000000000002,9.309847586206895e-09
ni60,60,28,5.6971640620000006e-06,0.65,0.004,1.4500000000000002,3.929078663448276e-06
ni61,61,28,1.003059301e-06,0.65,0.004,1.4500000000000002,6.917650351724138e-07
ni62,62,28,1.1830770650000005e-07,0.65,0.004,1.4500000000000002,8.159152172413796e-08
g,1,0,3.8893551602000004e-08,0.664,0.004,1.5859999999999999,2.4523046407314003e-08
n,1,0,0.0,0.664,0.004,1.5859999999999999,0.0
p,1,1,1.0869495215999998,0.664,0.004,1.5859999999999999,0.6853401775535939
d,2,1,9.836590299999999e-18,0.664,0.004,1.5859999999999999,6.2021376418663306e-18
he3,3,2,0.00026586777,0.664,0.004,1.5859999999999999,0.00016763415510718792
he4,4,2,0.46739297713999994,0.664,0.004,1.5859999999999999,0.2946992289659521
li7,7,3,8.754233999999993e-10,0.664,0.004,1.5859999999999999,5.519693568726352e-10
be7,7,4,6.0656077e-14,0.664,0.004,1.5859999999999999,3.824468915510719e-14
b8,8,5,8.394400600000001e-27,0.664,0.004,1.5859999999999999,5.292812484237075e-27
c12,12,6,0.02383252803502,0.664,0.004,1.5859999999999999,0.015026814650075663
c13,13,6,2.44798952722e-05,0.664,0.004,1.5859999999999999,1.5434990713871375e-05
c14,14,6,9.1463779e-09,0.664,0.004,1.5859999999999999,5.766946973518285e-09
n13,13,7,0.0,0.664,0.004,1.5859999999999999,0.0
n14,14,7,0.00080124066964,0.664,0.004,1.5859999999999999,0.0005051958824968475
n15,15,7,6.3139010556e-07,0.664,0.004,1.5859999999999999,3.9810221031525854e-07
o14,14,8,0.0,0.664,0.004,1.5859999999999999,0.0
o15,15,8,0.0,0.664,0.004,1.5859999999999999,0.0
o16,16,8,0.0032290564233999996,0.664,0.004,1.5859999999999999,0.0020359750462799497
o17,17,8,1.928358752918e-05,0.664,0.004,1.5859999999999999,1.2158630220163935e-05
o18,18,8,4.439156726e-06,0.664,0.004,1.5859999999999999,2.79896388776797e-06
o19,19,8,0.0,0.664,0.004,1.5859999999999999,0.0
f17,17,9,0.0,0.664,0.004,1.5859999999999999,0.0
f18,18,9,0.0,0.664,0.004,1.5859999999999999,0.0
f19,19,9,4.1319512789139994e-06,0.664,0.004,1.5859999999999999,2.605265623527112e-06
f20,20,9,0.0,0.664,0.004,1.5859999999999999,0.0
ne19,19,10,0.0,0.664,0.004,1.5859999999999999,0.0
ne20,20,10,0.0005273491031,0.664,0.004,1.5859999999999999,0.000332502587074401
ne21,21,10,1.8801541987599998e-06,0.664,0.004,1.5859999999999999,1.1854692299873897e-06
ne22,22,10,0.00181208300539,0.664,0.004,1.5859999999999999,0.0011425491837263558
ne23,23,10,0.0,0.664,0.004,1.5859999999999999,0.0
na21,21,11,0.0,0.664,0.004,1.5859999999999999,0.0
na22,22,11,7.8574106e-25,0.664,0.004,1.5859999999999999,4.954231147540984e-25
na23,23,11,3.8429593759599994e-05,0.664,0.004,1.5859999999999999,2.423051308928121e-05
na24,24,11,0.0,0.664,0.004,1.5859999999999999,0.0
mg23,23,12,0.0,0.664,0.004,1.5859999999999999,0.0
mg24,24,12,0.00016529079851999997,0.664,0.004,1.5859999999999999,0.000104218662370744
mg25,25,12,3.242386359e-05,0.664,0.004,1.5859999999999999,2.0443797976040355e-05
mg26,26,12,3.5450618714e-05,0.664,0.004,1.5859999999999999,2.2352218609079446e-05
mg27,27,12,0.0,0.664,0.004,1.5859999999999999,0.0
al25,25,13,0.0,0.664,0.004,1.5859999999999999,0.0
al26,26,13,4.1979668e-08,0.664,0.004,1.5859999999999999,2.6468895334174026e-08
al27,27,13,2.0188871975999998e-05,0.664,0.004,1.5859999999999999,1.2729427475409836e-05
al28,28,13,0.0,0.664,0.004,1.5859999999999999,0.0
si27,27,14,0.0,0.664,0.004,1.5859999999999999,0.0
si28,28,14,0.00020731250253799998,0.664,0.004,1.5859999999999999,0.0001307140621298865
si29,29,14,1.1048373066e-05,0.664,0.004,1.5859999999999999,6.9661873051702395e-06
si30,30,14,7.871539165399999e-06,0.664,0.004,1.5859999999999999,4.963139448549811e-06
si31,31,14,0.0,0.664,0.004,1.5859999999999999,0.0
si32,32,14,2.8623333e-15,0.664,0.004,1.5859999999999999,1.8047498738965954e-15
si33,33,14,0.0,0.664,0.004,1.5859999999999999,0.0
p29,29,15,0.0,0.664,0.004,1.5859999999999999,0.0
p30,30,15,0.0,0.664,0.004,1.5859999999999999,0.0
p31,31,15,2.6337220494e-06,0.664,0.004,1.5859999999999999,1.6606065885245904e-06
p32,32,15,7.3069883e-19,0.664,0.004,1.5859999999999999,4.60718051702396e-19
p33,33,15,0.0,0.664,0.004,1.5859999999999999,0.0
p34,34,15,0.0,0.664,0.004,1.5859999999999999,0.0
s32,32,16,0.00012527650477199998,0.664,0.004,1.5859999999999999,7.898896896090794e-05
s33,33,16,1.09233788406e-06,0.664,0.004,1.5859999999999999,6.88737631815889e-07
s34,34,16,5.9328381040899996e-05,0.664,0.004,1.5859999999999999,3.740755425025221e-05
s35,35,16,1.6012404e-08,0.664,0.004,1.5859999999999999,1.0096093316519548e-08
fe54,54,26,2.1940120311999997e-05,0.664,0.004,1.5859999999999999,1.3833619364438839e-05
fe55,55,26,2.9896671e-07,0.664,0.004,1.5859999999999999,1.8850360025220682e-07
fe56,56,26,0.00036732823139999995,0.664,0.004,1.5859999999999999,0.00023160670327868852
fe57,57,26,1.1330000241e-05,0.664,0.004,1.5859999999999999,7.143758033417402e-06
fe58,58,26,3.08518357698e-06,0.664,0.004,1.5859999999999999,1.945260767326608e-06
fe59,59,26,0.0,0.664,0.004,1.5859999999999999,0.0
fe60,60,26,1.5821346e-08,0.664,0.004,1.5859999999999999,9.975627994955866e-09
fe61,61,26,0.0,0.664,0.004,1.5859999999999999,0.0
co59,59,27,1.4725908267999998e-06,0.664,0.004,1.5859999999999999,9.284935856242118e-07
co60,60,27,5.55997e-14,0.664,0.004,1.5859999999999999,3.505655737704918e-14
co61,61,27,0.0,0.664,0.004,1.5859999999999999,0.0
ni58,58,28,1.5202429464399999e-05,0.664,0.004,1.5859999999999999,9.585390582849938e-06
